MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Tools & Equipment,Power Tool Accessories,Cut-Off & Grinding Wheels,,49-94-0503,"49-94-0503 Milw 4-1/2""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,,,49-94-0503,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,"Milwaukee Accessory, Cut-Off Wheel, 49-94-0503, 4.5 in Diameter",CUT-OFF WHEEL 4.5IN 0.25IN 0.875IN METAL,"49-94-0503 Cut-Off Wheel, 4.5 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application","Cut-Off Wheel, 4.5 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Wheel Type, 1 Quantity","Cut-Off Wheel, 4.5 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Wheel Type",,4.5 in,0.25 in,0.875 in,,,,,,,,,,,,,,,,,,,,,metal,,,Diameter,4.5,in,Thickness,0.25,in,Arbor Size,0.875,in,Application,metal,,Wheel Type,Grinding Wheel,,Abrasive,,,Maximum Speed,,,Quantity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23101500,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Equipment,Power Tool Accessories,Cut-Off & Grinding Wheels,,49-94-0523,"49-94-0523 Milw 6""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,,,49-94-0523,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,"Milwaukee Accessory, Cut-Off Wheel, 49-94-0523, 6 in Diameter",CUT-OFF WHEEL 6IN 0.25IN 0.875IN METAL 1,"49-94-0523 Cut-Off Wheel, 6 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Type","Cut-Off Wheel, 6 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Type, 1 Quantity","Cut-Off Wheel, 6 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Type, 1 Quantity",,6 in,0.25 in,0.875 in,,,,,,,,,,,,,,,,,,,,,metal,,,Diameter,6,in,Thickness,0.25,in,Arbor Size,0.875,in,Application,metal,,Wheel Type,Grinding,,Abrasive,,,Maximum Speed,,,Quantity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23101500,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Equipment,Power Tool Accessories,Cut-Off & Grinding Wheels,,49-94-1955,"49-94-1955 Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,,,49-94-1955,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,"Milwaukee Accessory, Cut-Off Wheel, 49-94-1955, 4.5 in Diameter",CUT-OFF WHEEL 4.5IN 0.25IN 0.875IN 1,"49-94-1955 Cut-Off Wheel, 4.5 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, masonry Application","Cut-Off Wheel, 4.5 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, masonry Application, Grinding Wheel Type, 1 Quantity","Cut-Off Wheel, 4.5 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, masonry Application, Grinding Wheel Type",,4.5 in,0.25 in,0.875 in,,,,,,,,,,,,,,,,,,,,,masonry,,,Diameter,4.5,in,Thickness,0.25,in,Arbor Size,0.875,in,Application,masonry,,Wheel Type,Grinding,,Abrasive,,,Maximum Speed,,,Quantity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23101500,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Equipment,Power Tool Accessories,Cut-Off & Grinding Wheels,,49-94-1965,"49-94-1965 Milw 7""x1/4""x7/8"" Masonry Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,,,49-94-1965,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,"Milwaukee Accessory, Cut-Off Wheel, 49-94-1965, 7 in Diameter",CUT-OFF WHEEL 7IN 0.25IN 0.875IN MASONRY,"49-94-1965 Cut-Off Wheel, 7 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, masonry Application","Cut-Off Wheel, 7 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, masonry Application, Grinding Wheel Type, 1 Quantity","Cut-Off Wheel, 7 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, masonry Application, Grinding Wheel Type",,7 in,0.25 in,0.875 in,,,,,,,,,,,,,,,,,,,,,masonry,,,Diameter,7,in,Thickness,0.25,in,Arbor Size,0.875,in,Application,masonry,,Wheel Type,Grinding,,Abrasive,,,Maximum Speed,,,Quantity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23101500,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Equipment,Power Tool Accessories,Cut-Off & Grinding Wheels,,49-94-0513,"49-94-0513 Milw 5""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,,,49-94-0513,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,"Milwaukee Accessory, Cut-Off Wheel, 49-94-0513, 5 in Diameter",CUT-OFF WHEEL 5IN 0.25IN 0.875IN METAL 1,"49-94-0513 Cut-Off Wheel, 5 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Type","Cut-Off Wheel, 5 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Type, 1 Quantity","Cut-Off Wheel, 5 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Type, 1 Quantity",,5 in,0.25 in,0.875 in,,,,,,,,,,,,,,,,,,,,,metal,,,Diameter,5,in,Thickness,0.25,in,Arbor Size,0.875,in,Application,metal,,Wheel Type,Grinding,,Abrasive,,,Maximum Speed,,,Quantity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23101500,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Equipment,Power Tool Accessories,Cut-Off & Grinding Wheels,,49-94-0533,"49-94-0533 Milw 7""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,,,49-94-0533,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,"Milwaukee Accessory, Cut-Off Wheel, 49-94-0533, 7 in Diameter",CUT-OFF WHEEL 7IN 0.25IN 0.875IN METAL 1,"49-94-0533 Cut-Off Wheel, 7 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Type","Cut-Off Wheel, 7 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Type, 1 Quantity","Cut-Off Wheel, 7 in Diameter, 0.25 in Thickness, 0.875 in Arbor Size, metal Application, Grinding Wheel Type, 1 Quantity",,7 in,0.25 in,0.875 in,,,,,,,,,,,,,,,,,,,,,metal,,,Diameter,7,in,Thickness,0.25,in,Arbor Size,0.875,in,Application,metal,,Wheel Type,Grinding,,Abrasive,,,Maximum Speed,,,Quantity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23101500,,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools & Equipment,Power Tool Accessories,"Sanding Belts, Discs & Sheets",,DFBLBLOMFN01G,DFBLBLOMFN01G Diablo 220 Grit - Flat Edge Sanding Sponge,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo,,DFBLBLOMFN01G,,Tools & Equipment>Power Tool Accessories>Coated Abrasives,"Freud Inc Diablo, Sanding Sponge, DFBLBLOMFN01G, 220 grit, Flat Edge",SANDING SPONGE 220GRIT 220GRIT,"Diablo DFBLBLOMFN01G Sanding Sponge, 220 grit, Flat Edge, DFBLBLOMFN01G, 220 grit Quantity","Diablo Sanding Sponge, 220 grit, Flat Edge, DFBLBLOMFN01G, 220 grit Quantity","Sanding Sponge, 220 grit, Flat Edge, DFBLBLOMFN01G, 220 grit Quantity",,220 grit,,,,,,,,,,,,,,,,,,,,,,,,,Sanding Sponge,Product Name,Sanding Sponge,,Brand,Diablo,,Material,220,grit,Color,Flat Edge,,Size,DFBLBLOMFN01G,,Quantity,220,grit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31191500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Adhesives & Sealants,Tapes & Flashing,,1700-1PK-BB40,3/4x60' Vinyl Elect Tape,-- Unbranded --,-- No Unilog Brand --,3M,3 M Co (5293),3 M Co,3M,,1700-1PK-BB40,,"Building Materials>Adhesives, Sealants & Tape>Tape","3 M Co 3M, Vinyl Elect Tape, 1700-1PK-BB40, Vinyl, 3/4x60'",VINYL ELECT TAPE VINYL 3/4X60',"3M 1700-1PK-BB40 Vinyl Elect Tape, Vinyl, 3/4x60'","3M Vinyl Elect Tape, Vinyl, 3/4x60'","Vinyl Elect Tape, Vinyl, 3/4x60'",,,,,,,,,,,,,,,,,,,,,,,,,,,Vinyl Elect Tape,Product Name,Vinyl Elect Tape,,Brand,,,Material,Vinyl,,Color,,,Size,3/4x60',,Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31201500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Adhesives & Sealants,Tapes & Flashing,,ASH-40-40-04,1.5x1.5x13' Legacy Emseal Tape,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Emseal Joint Systems Ltd (EMSJO),Emseal Joint Systems Ltd,Legacy,,ASH-40-40-04,,"Building Materials>Adhesives, Sealants & Tape>Tape","Emseal Joint Systems Ltd Legacy, Emseal Tape, ASH-40-40-04, Tape",EMSEAL TAPE TAPE,"Legacy ASH-40-40-04 Emseal Tape, Tape, 1.5x1.5x13'","Legacy Emseal Tape, Tape, 1.5x1.5x13'","Emseal Tape, Tape, 1.5x1.5x13'",,,,,,,,,,,,,,,,,,,,,,,,,,,Emseal Tape,Product Name,Emseal Tape,,Brand,Legacy,,Material,Tape,,Color,,,Size,1.5x1.5x13',,Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31201500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,KDFM404KPS,KDFM404KPS Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,KDFM404KPS,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, KPS, KDFM404KPS, 404 CF Capacity",DISHWASHER 404CF SS,"KPS KDFM404KPS Dishwasher, 404 CF Capacity, SS","Dishwasher, KPS, 404 CF Capacity, SS","KPS Dishwasher, 404 CF Capacity, SS",,404 CF,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,KPS,,Capacity,404,CF,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,404,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,PDSH4816AF,PDSH4816AF Dishwasher SS - Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,PDSH4816AF,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, PDSH4816AF, SS",DISHWASHER SS,"PDSH4816AF Dishwasher, SS","Dishwasher, SS","Dishwasher, SS",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,PDT715SYVFS,PDT715SYVFS Ge Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,PDT715SYVFS,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, PDT715SYVFS",DISHWASHER,PDT715SYVFS Dishwasher,Dishwasher,Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,LDPH5554D,LDPH5554D LG Dishwasher BSS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,LDPH5554D,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, BSS, LDPH5554D",DISHWASHER,BSS LDPH5554D Dishwasher,"Dishwasher, BSS",BSS Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,BSS,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,WDTS7024RZ,WDTS7024RZ Dishwasher SS - Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,WDTS7024RZ,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, WDTS7024RZ, WDTS7024RZ",DISHWASHER 24IN,"WDTS7024RZ WDTS7024RZ Dishwasher, 24 in Width","Dishwasher, WDTS7024RZ, 24 in Width","WDTS7024RZ Dishwasher, 24 in Width",,24 in,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,WDTS7024RZ,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,24,in,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,24,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,PDD415PYYFS,PDD415PYYFS GE Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,PDD415PYYFS,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, PDD415PYYFS",DISHWASHER,PDD415PYYFS Dishwasher,Dishwasher,Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,KDTS424SBE,KDTS424SBE Kitchen Aid Dishwasher Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,KDTS424SBE,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, KDTS424SBE, 24 in Width",DISHWASHER 24IN,"KDTS424SBE Dishwasher, 24 in Width","Dishwasher, 24 in Width","Dishwasher, 24 in Width",,24 in,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,24,in,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,24,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
